dataset_key,decision,role,source,artifact_references,existing_file_objects,directory_objects,direct_file_bytes,exclusive_direct_file_bytes,additional_direct_file_bytes_in_order,covered_by,view_references,lineage_referenced_by,issues,reason,notes
slr37_bn@legacy,retain,源数据或独立产物,catalog/legacy_multilingual.jsonl:10,1,0,1,0,0,0,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
speechio@legacy,retain,源数据或独立产物,catalog/legacy_multilingual.jsonl:42,1,0,1,0,0,0,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
tal100_en@icefall-20260908,retain,运行快照,catalog/icefall_runtime.jsonl:7,6,6,0,222186,0,222186,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
tal100_en@legacy-20260804,reference_only,历史基础入口,catalog/icefall_base.jsonl:7,6,6,0,222186,0,0,tal100_en@icefall-20260908,,tal100_en@icefall-20260908,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
tal100_zh@icefall-20260908,retain,运行快照,catalog/icefall_runtime.jsonl:29,6,6,0,397576,0,397576,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
tal100_zh@legacy-20260804,reference_only,历史基础入口,catalog/icefall_base.jsonl:24,6,6,0,397576,0,0,tal100_zh@icefall-20260908,,tal100_zh@icefall-20260908,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
talcs@eval-20260804,reference_only,评测入口,catalog/open_audio_eval.jsonl:7,2,2,0,980650,0,0,talcs@icefall-20260908,,,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
talcs@icefall-20260908,retain,运行快照,catalog/icefall_runtime.jsonl:32,6,6,0,20540344,0,20540344,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
talcs@legacy-20260804,reference_only,历史基础入口,catalog/icefall_base.jsonl:27,6,6,0,20540344,0,0,talcs@icefall-20260908,talcs/hotwords@v1-20260805:source,talcs@icefall-20260908,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
talcs_hotwords@hotwords-v1-20260805,retain,清洗或热词视图,catalog/local_lhotse_derived.jsonl:6,2,2,0,20143608,15678401,15678401,talcs@icefall-20260908,talcs/hotwords@v1-20260805:result,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
talcs_traffic_snr0@icefall-20260908,retain,运行快照,catalog/icefall_runtime.jsonl:52,1,1,0,2391207,0,2391207,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
talcs_traffic_snr0@recipe-1,reference_only,噪声派生配方,catalog/icefall_traffic_derived.jsonl:4,1,1,0,2391207,0,0,talcs_traffic_snr0@icefall-20260908,,talcs_traffic_snr0@icefall-20260908,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
talcs_traffic_snr10@icefall-20260908,retain,运行快照,catalog/icefall_runtime.jsonl:60,1,1,0,2391863,0,2391863,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
talcs_traffic_snr10@recipe-1,reference_only,噪声派生配方,catalog/icefall_traffic_derived.jsonl:12,1,1,0,2391863,0,0,talcs_traffic_snr10@icefall-20260908,,talcs_traffic_snr10@icefall-20260908,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
talcs_traffic_snr15@icefall-20260908,retain,运行快照,catalog/icefall_runtime.jsonl:64,1,1,0,2389624,0,2389624,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
talcs_traffic_snr15@recipe-1,reference_only,噪声派生配方,catalog/icefall_traffic_derived.jsonl:16,1,1,0,2389624,0,0,talcs_traffic_snr15@icefall-20260908,,talcs_traffic_snr15@icefall-20260908,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
talcs_traffic_snr20@icefall-20260908,retain,运行快照,catalog/icefall_runtime.jsonl:68,1,1,0,2390446,0,2390446,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
talcs_traffic_snr20@recipe-1,reference_only,噪声派生配方,catalog/icefall_traffic_derived.jsonl:20,1,1,0,2390446,0,0,talcs_traffic_snr20@icefall-20260908,,talcs_traffic_snr20@icefall-20260908,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
talcs_traffic_snr5@icefall-20260908,retain,运行快照,catalog/icefall_runtime.jsonl:56,1,1,0,2391230,0,2391230,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
talcs_traffic_snr5@recipe-1,reference_only,噪声派生配方,catalog/icefall_traffic_derived.jsonl:8,1,1,0,2391230,0,0,talcs_traffic_snr5@icefall-20260908,,talcs_traffic_snr5@icefall-20260908,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
thchs30@eval-20260804,reference_only,评测入口,catalog/open_audio_eval.jsonl:6,2,2,0,161892,0,0,thchs30@icefall-20260908,,,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
thchs30@icefall-20260908,retain,运行快照,catalog/icefall_runtime.jsonl:22,6,6,0,1050632,0,1050632,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
thchs30@legacy-20260804,reference_only,历史基础入口,catalog/icefall_base.jsonl:17,6,6,0,1050632,0,0,thchs30@icefall-20260908,thchs30/hotwords@v1-20260805:source,thchs30@icefall-20260908,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
thchs30_hotwords@hotwords-v1-20260805,retain,清洗或热词视图,catalog/local_lhotse_derived.jsonl:17,2,2,0,919591,789686,789686,thchs30@icefall-20260908,thchs30/hotwords@v1-20260805:result,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
ts_hw_test_libristyle@eval-20260804,retain,评测入口,catalog/open_audio_eval.jsonl:38,1,1,0,1943743,1943743,1943743,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
vitw@icefall-20260908,retain,运行快照,catalog/icefall_runtime.jsonl:43,34,34,0,49415450,0,49415450,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
vitw@legacy-20260804,reference_only,历史基础入口,catalog/icefall_base.jsonl:38,34,34,0,49415450,0,0,vitw@icefall-20260908,,vitw@icefall-20260908,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
vitw_far_field@icefall-20260908,retain,运行快照,catalog/icefall_runtime.jsonl:47,2,2,0,3770203,3770203,3770203,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
vitw_real_distortion@eval-20260804,reference_only,评测入口,catalog/open_audio_eval.jsonl:90,2,2,0,11421,0,0,vitw@icefall-20260908,,,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
vitw_real_dropout@eval-20260804,reference_only,评测入口,catalog/open_audio_eval.jsonl:91,2,2,0,11404,0,0,vitw@icefall-20260908,,,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
vitw_real_echo@eval-20260804,reference_only,评测入口,catalog/open_audio_eval.jsonl:92,2,2,0,11422,0,0,vitw@icefall-20260908,,,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
vitw_real_far_field@eval-20260804,reference_only,评测入口,catalog/open_audio_eval.jsonl:93,2,2,0,11160,0,0,vitw@icefall-20260908,,,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
vitw_real_mixed@eval-20260804,reference_only,评测入口,catalog/open_audio_eval.jsonl:94,2,2,0,30874,0,0,vitw@icefall-20260908,,,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
vitw_real_noise@eval-20260804,reference_only,评测入口,catalog/open_audio_eval.jsonl:95,2,2,0,11645,0,0,vitw@icefall-20260908,,,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
vitw_real_obstructed@eval-20260804,reference_only,评测入口,catalog/open_audio_eval.jsonl:96,2,2,0,11469,0,0,vitw@icefall-20260908,,,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
vitw_real_recording@eval-20260804,reference_only,评测入口,catalog/open_audio_eval.jsonl:97,2,2,0,11298,0,0,vitw@icefall-20260908,,,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
vitw_syn_distortion@eval-20260804,reference_only,评测入口,catalog/open_audio_eval.jsonl:98,2,2,0,24905,0,0,vitw@icefall-20260908,,,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
vitw_syn_dropout@eval-20260804,reference_only,评测入口,catalog/open_audio_eval.jsonl:99,2,2,0,24856,0,0,vitw@icefall-20260908,,,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
vitw_syn_echo@eval-20260804,reference_only,评测入口,catalog/open_audio_eval.jsonl:100,2,2,0,24660,0,0,vitw@icefall-20260908,,,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
vitw_syn_far_field@eval-20260804,reference_only,评测入口,catalog/open_audio_eval.jsonl:101,2,2,0,24991,0,0,vitw@icefall-20260908,,,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
vitw_syn_mixed@eval-20260804,reference_only,评测入口,catalog/open_audio_eval.jsonl:102,2,2,0,69784,0,0,vitw@icefall-20260908,,,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
vitw_syn_noise@eval-20260804,reference_only,评测入口,catalog/open_audio_eval.jsonl:103,2,2,0,24501,0,0,vitw@icefall-20260908,,,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
vitw_syn_obstructed@eval-20260804,reference_only,评测入口,catalog/open_audio_eval.jsonl:104,2,2,0,24894,0,0,vitw@icefall-20260908,,,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
vitw_syn_recording@eval-20260804,reference_only,评测入口,catalog/open_audio_eval.jsonl:105,2,2,0,25340,0,0,vitw@icefall-20260908,,,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
waxal-asr@hf-e91442a8989b,retain,源数据或独立产物,catalog/multilingual_multispeaker.jsonl:4,2,0,2,0,0,0,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
wenetspeech4tts@icefall-20260908,retain,运行快照,catalog/icefall_runtime.jsonl:10,2,2,0,794524098,0,794524098,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
wenetspeech4tts@legacy-20260804,reference_only,历史基础入口,catalog/icefall_base.jsonl:9,2,2,0,794524098,0,0,wenetspeech4tts@icefall-20260908,,wenetspeech4tts@icefall-20260908,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
wenetspeech@clean-weak-v1-20260904,retain,清洗或热词视图,catalog/wenetspeech_weak.jsonl:2,3,3,0,317356301,315747326,317356301,,wenetspeech/clean@weak-v1-20260904:result,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
wenetspeech@eval-20260804,reference_only,评测入口,catalog/open_audio_eval.jsonl:20,4,4,0,1473042,0,0,wenetspeech@icefall-20260908,,,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
wenetspeech@icefall-20260908,retain,运行快照,catalog/icefall_runtime.jsonl:8,10,10,0,1646059423,0,1646059423,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
wenetspeech@legacy-20260804,reference_only,历史基础入口,catalog/icefall_base.jsonl:8,8,8,0,430402531,0,0,wenetspeech@icefall-20260908,wenetspeech/clean@v1-20260805:source;wenetspeech/clean@v3-20260828:source,,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
wenetspeech@weak-source-20260904,retain,源数据或独立产物,catalog/wenetspeech_weak.jsonl:1,2,2,0,134974751,133365776,133365776,wenetspeech@clean-weak-v1-20260904,wenetspeech/clean@weak-v1-20260904:source,wenetspeech@clean-weak-v1-20260904;wenetspeech@icefall-20260908,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
wenetspeech_chuan@icefall-20260908,retain,运行快照,catalog/icefall_runtime.jsonl:15,1,1,0,583876218,0,583876218,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
wenetspeech_chuan@legacy-20260804,reference_only,历史基础入口,catalog/icefall_base.jsonl:10,1,1,0,583876218,0,0,wenetspeech_chuan@icefall-20260908,,wenetspeech_chuan@icefall-20260908,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
wenetspeech_clean@clean-v1-20260805,retain,清洗或热词视图,catalog/local_lhotse_derived.jsonl:7,2,2,0,542020839,540552956,540552956,wenetspeech@icefall-20260908,wenetspeech/clean@v1-20260805:result,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,旧清洗标注仍被固定 v1 View 引用，与 v3 字节不同；暂保留历史标注，不单独复制音频。
wenetspeech_clean@clean-v3-20260828,reference_only,清洗或热词视图,catalog/local_lhotse_derived.jsonl:19,3,3,0,1217124775,0,0,wenetspeech@icefall-20260908,wenetspeech/clean@v3-20260828:result,,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,当前运行快照已引用全部产物；保留独立清洗视图说明。
wenetspeech_disfluency@icefall-20260908,retain,运行快照,catalog/icefall_runtime.jsonl:9,2,2,0,13132669,11664786,11664786,wenetspeech@icefall-20260908,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
wenetspeech_test_meeting@eval-20260804,reference_only,评测入口,catalog/open_audio_eval.jsonl:24,2,2,0,503276,0,0,wenetspeech@icefall-20260908,,,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
wenetspeech_test_net@eval-20260804,reference_only,评测入口,catalog/open_audio_eval.jsonl:23,2,2,0,969766,0,0,wenetspeech@icefall-20260908,,,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
wenetspeech_traffic_snr0@icefall-20260908,retain,运行快照,catalog/icefall_runtime.jsonl:50,1,1,0,3063338,0,3063338,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
wenetspeech_traffic_snr0@recipe-1,reference_only,噪声派生配方,catalog/icefall_traffic_derived.jsonl:2,1,1,0,3063338,0,0,wenetspeech_traffic_snr0@icefall-20260908,,wenetspeech_traffic_snr0@icefall-20260908,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
wenetspeech_traffic_snr10@icefall-20260908,retain,运行快照,catalog/icefall_runtime.jsonl:58,1,1,0,3063041,0,3063041,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
wenetspeech_traffic_snr10@recipe-1,reference_only,噪声派生配方,catalog/icefall_traffic_derived.jsonl:10,1,1,0,3063041,0,0,wenetspeech_traffic_snr10@icefall-20260908,,wenetspeech_traffic_snr10@icefall-20260908,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
wenetspeech_traffic_snr15@icefall-20260908,retain,运行快照,catalog/icefall_runtime.jsonl:62,1,1,0,3063246,0,3063246,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
wenetspeech_traffic_snr15@recipe-1,reference_only,噪声派生配方,catalog/icefall_traffic_derived.jsonl:14,1,1,0,3063246,0,0,wenetspeech_traffic_snr15@icefall-20260908,,wenetspeech_traffic_snr15@icefall-20260908,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
wenetspeech_traffic_snr20@icefall-20260908,retain,运行快照,catalog/icefall_runtime.jsonl:66,1,1,0,3063399,0,3063399,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
wenetspeech_traffic_snr20@recipe-1,reference_only,噪声派生配方,catalog/icefall_traffic_derived.jsonl:18,1,1,0,3063399,0,0,wenetspeech_traffic_snr20@icefall-20260908,,wenetspeech_traffic_snr20@icefall-20260908,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
wenetspeech_traffic_snr5@icefall-20260908,retain,运行快照,catalog/icefall_runtime.jsonl:54,1,1,0,3063783,0,3063783,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
wenetspeech_traffic_snr5@recipe-1,reference_only,噪声派生配方,catalog/icefall_traffic_derived.jsonl:6,1,1,0,3063783,0,0,wenetspeech_traffic_snr5@icefall-20260908,,wenetspeech_traffic_snr5@icefall-20260908,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
wenetspeech_wu@icefall-20260908,retain,运行快照,catalog/icefall_runtime.jsonl:16,1,1,0,1152478793,0,1152478793,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
wenetspeech_wu@legacy-20260804,reference_only,历史基础入口,catalog/icefall_base.jsonl:11,1,1,0,1152478793,0,0,wenetspeech_wu@icefall-20260908,,wenetspeech_wu@icefall-20260908,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
wenetspeech_yue@icefall-20260908,retain,运行快照,catalog/icefall_runtime.jsonl:40,6,6,0,340606153,0,340606153,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
wenetspeech_yue@legacy-20260804,reference_only,历史基础入口,catalog/icefall_base.jsonl:35,6,6,0,340606153,0,0,wenetspeech_yue@icefall-20260908,,wenetspeech_yue@icefall-20260908,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
wenetspeech_yue_all@icefall-20260908,retain,运行快照,catalog/icefall_runtime.jsonl:41,6,6,0,1786886466,0,1786074922,wenetspeech_yue@icefall-20260908,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
wenetspeech_yue_all@legacy-20260804,reference_only,历史基础入口,catalog/icefall_base.jsonl:36,6,6,0,1786886466,0,0,wenetspeech_yue@icefall-20260908;wenetspeech_yue_all@icefall-20260908,,wenetspeech_yue_all@icefall-20260908,,全部直接产物由所列保留版本覆盖；保留声明、划分及视图，只合并物理备份。,
yodas_ar@legacy,retain,源数据或独立产物,catalog/legacy_multilingual.jsonl:4,1,0,1,0,0,0,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
yodas_bn@legacy,retain,源数据或独立产物,catalog/legacy_multilingual.jsonl:11,1,0,1,0,0,0,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
yodas_de@legacy,retain,源数据或独立产物,catalog/legacy_multilingual.jsonl:15,1,0,1,0,0,0,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
yodas_es@legacy,retain,源数据或独立产物,catalog/legacy_multilingual.jsonl:21,1,0,1,0,0,0,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
yodas_fr@legacy,retain,源数据或独立产物,catalog/legacy_multilingual.jsonl:26,1,0,1,0,0,0,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
yodas_ja@legacy,retain,源数据或独立产物,catalog/legacy_multilingual.jsonl:30,1,0,1,0,0,0,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
yodas_ko@legacy,retain,源数据或独立产物,catalog/legacy_multilingual.jsonl:35,1,0,1,0,0,0,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
yodas_ru@legacy,retain,源数据或独立产物,catalog/legacy_multilingual.jsonl:39,1,0,1,0,0,0,,,,,存在独立产物或源目录；暂无完整替代证据，保留并展开后续音频依赖。,
